work_id,composer_id,title,subtitle,searchterms,genre,recommended,popular
5,175,"Concerto in E flat major, for piano left hand ",,,Orchestral,0,0
6,175,"Das Buch mit sieben Siegeln, oratorio",,,Vocal,1,0
7,175,"Fuga Solemnis, for organ, 16 wind instruments and percussion",,,Chamber,1,0
8,175,Konzertante Variationen uber ein Thema von Beethoven,,,Orchestral,0,0
9,175,"Notre Dame, opera",,,Stage,0,0
10,175,"Nun danket alle Gott, chorale prelude for organ ",,,Keyboard,0,0
11,175,"O Ewigkeit, du Donnerwort, chorale prelude for organ ",,,Keyboard,0,0
12,175,"O, wie selig seid ihr doch, ihr Frommen, chorale prelude for organ ",,,Keyboard,0,0
13,175,Piano Concerto in E flat major,,,Orchestral,0,0
14,175,Piano Quintet in G,,,Chamber,0,0
15,175,Quintet for clarinet in A,,,Chamber,0,0
16,175,"Quintet for clarinet, violin, viola, cello and piano  in B flat major",,,Chamber,0,0
17,175,Romance for piano,,,Keyboard,0,0
18,175,String Quartet in A,,,Chamber,0,0
19,175,String Quartet in G,,,Chamber,0,0
20,175,Symphony no. 1 in E,,,Orchestral,0,0
21,175,Symphony no. 2 in E flat major,,,Orchestral,1,0
22,175,Symphony no. 3 in A,,,Orchestral,0,0
23,175,Symphony no. 4 in C,,,Orchestral,1,1
24,175,Toccata for piano,,,Keyboard,0,0
25,175,"Toccata in C major, for organ",,,Keyboard,0,0
26,175,Variations and Fugue for organ ,,,Keyboard,0,0
27,175,Variations on a Hussar's Song for orchestra,,,Orchestral,0,0
28,175,"Variations on a Theme of Beethoven, for piano left hand and orchestra",,,Orchestral,1,0
29,175,"Was mein Gott will, chorale prelude for organ ",,,Keyboard,0,0
0,176,3 Sacred Hymns,,,Vocal,0,0
1,176,"4 Hymns, for chamber ensemble",,,Chamber,0,0
2,176,"5 Aphorisms, for piano",,,Keyboard,0,0
3,176,"8 Pieces, for piano",,,Keyboard,0,0
4,176,A Fairy Tale of Travel,,,Stage,0,0
5,176,"A Paganini, for violin",,,Chamber,0,0
6,176,"Canon in Memoriam Igor Stravinsky, for string quartet",,,Chamber,0,0
7,176,Cello Concerto no. 1,,,Orchestral,0,0
8,176,Cello Concerto no. 2,,,Orchestral,0,0
9,176,Cello Sonata no. 1,,,Chamber,0,0
10,176,Cello Sonata no. 2,,,Chamber,0,0
11,176,Communio 2 ,,,Vocal,0,0
12,176,Concerto for choir ,,,Orchestral,0,0
13,176,Concerto for Chorus,,,Vocal,0,0
14,176,"Concerto for Oboe, Harp and Strings",,,Orchestral,0,0
15,176,Concerto for Piano and Strings,,,Orchestral,0,0
16,176,Concerto for Piano-4 hands and Chamber Orchestra,,,Orchestral,0,0
17,176,"Concerto Grosso no. 1, for 2 violins, harpsichord, prepared piano and 21 strings",,,Orchestral,1,1
18,176,"Concerto Grosso no. 2, for violin, cello, and orchestra",,,Orchestral,1,1
19,176,"Concerto Grosso no. 3, for 2 violins, harpsichord, celesta, piano and 14 strings",,,Orchestral,0,0
20,176,"Concerto Grosso no. 5, for violin, piano and orchestra",,,Orchestral,0,0
21,176,"Concerto Grosso no. 6, for piano, violin, and string orchestra",,,Orchestral,0,0
22,176,Dead Souls ,,,Orchestral,0,0
23,176,Dialogue for Violoncello and 7 Instruments,,,Chamber,0,0
24,176,"Epilogue from 'Peer Gynt', for cello, piano and tape",,,Chamber,0,0
25,176,For Liverpool,,,Orchestral,0,0
26,176,"Fugue, for solo violin",,,Chamber,0,0
27,176,"Gratulationsrondo in C major, for violin and piano",,,Chamber,0,0
28,176,"Hommage to Grieg, for solo violin and orchestra",,,Orchestral,0,0
29,176,"Improvisation and Fugue, for piano",,,Keyboard,0,0
30,176,"Improvisation, for cello solo",,,Chamber,0,0
31,176,Labyrinths ,,,Stage,0,0
32,176,"Madrigal in memoriam Oleg Kagan, for violin",,,Chamber,0,0
33,176,"Monologue, for viola and chamber orchestra",,,Orchestral,0,0
34,176,"Moz-Art à la Haydn, for 2 violins and 11 strings",,,Orchestral,0,0
35,176,"Musica nostalgica, for cello and piano",,,Chamber,0,0
36,176,"Nagasaki, oratorio for mezzo-soprano, chorus and orchestra",,,Vocal,0,0
37,176,Passacaglia,,,Orchestral,0,0
38,176,"Peaceful Music, for violin and cello",,,Chamber,0,0
39,176,Peer Gynt ,,,Stage,0,0
40,176,"Penitential Psalms, for chorus",,,Vocal,0,0
41,176,Pianissimo,,,Orchestral,0,0
42,176,Piano Concerto,,,Orchestral,0,0
43,176,Piano Quartet,,,Chamber,0,0
44,176,Piano Quintet,,,Chamber,0,0
45,176,Piano Sonata no. 1,,,Keyboard,0,0
46,176,Piano Sonata no. 2,,,Keyboard,0,0
47,176,Piano Sonata no. 3,,,Keyboard,0,0
48,176,"PolyphonicTango, for chamber ensemble",,,Chamber,0,0
49,176,"Prelude and Fugue, for piano",,,Keyboard,0,0
50,176,"Prelude in Memoriam Dmitry Shostakovich, for 2 violins",,,Chamber,0,0
51,176,"Preludium in Memoriam D. Shostakovich, for 2 violins or violin and tape",,,Chamber,0,0
52,176,"Quasi una sonata, for violin and chamber orchestra",,,Orchestral,0,0
53,176,"Requiem, music to Schiller's drama 'Don Carlos', for soloists, mixed chorus and instrumental ensemble",,,Vocal,0,0
54,176,Ricky-Ticky-Tari,,,Stage,0,0
55,176,Ritual,,,Orchestral,0,0
56,176,"Seid Nuchtern und Wachet, for soloists, chorus and orchestra",,,Vocal,0,0
57,176,"Silent Night, for violin and piano",,,Chamber,0,0
58,176,Sonata for Violin and Chamber Orchestra ,,,Orchestral,0,0
59,176,"Sound and Echo, for trombone and organ",,,Chamber,0,0
60,176,"Sounding Letters, for cello solo",,,Chamber,0,0
61,176,"Sport, Sport, Sport",,,Stage,0,0
62,176,String Quartet no. 1,,,Chamber,0,0
63,176,String Quartet no. 2,,,Chamber,0,0
64,176,String Quartet no. 3,,,Chamber,0,0
65,176,String Quartet no. 4,,,Chamber,0,0
66,176,String Trio,,,Chamber,0,0
67,176,"Suite  in the Old Style, for violin and piano",,,Chamber,0,0
68,176,Symphonic Prelude,,,Orchestral,0,0
69,176,Symphony no. 0,,,Orchestral,0,0
70,176,Symphony no. 1,,,Orchestral,1,0
71,176,"Symphony no. 2, for soloists, chorus and orchestra, ""St. Florian""",,,Orchestral,0,0
72,176,Symphony no. 3,,,Orchestral,0,0
73,176,"Symphony no. 4, for 2 soloists, piano, chamber chorus and chamber orchestra",,,Orchestral,0,0
74,176,Symphony no. 5 ,,,Orchestral,0,0
75,176,Symphony no. 6,,,Orchestral,0,0
76,176,Symphony no. 7,,,Orchestral,0,0
77,176,Symphony no. 8,,,Orchestral,0,0
78,176,Symphony no. 9 ,,,Orchestral,0,0
79,176,The Adventures of a Dentist,,,Stage,0,0
80,176,The Commissar,,,Stage,0,0
81,176,"Trio for Violin, Viola and Cello",,,Chamber,0,0
82,176,"Trio Sonata, for chamber orchestra ",,,Chamber,0,0
83,176,"Triple Concerto for Violin, Viola, Cello and Strings",,,Orchestral,0,0
84,176,"Variations of One Chord, for piano",,,Keyboard,0,0
85,176,Viola Concerto,,,Orchestral,1,0
86,176,Violin Concerto no. 1,,,Orchestral,0,0
87,176,Violin Concerto no. 2,,,Orchestral,0,0
88,176,Violin Concerto no. 3,,,Orchestral,0,0
89,176,Violin Concerto no. 4,,,Orchestral,0,0
90,176,Violin Sonata ,,,Chamber,0,0
91,176,Violin Sonata no. 1,,,Chamber,1,0
92,176,"Violin Sonata no. 2, ""Quasi una sonata""",,,Chamber,0,0
93,176,Violin Sonata no. 3,,,Chamber,0,0
94,176,"Vocalise, for mixed chorus a cappella",,,Vocal,0,0
95,176,"Voices of Nature, for 10 female voices and vibraphone",,,Vocal,0,0
0,177,"2 Ballads, for voice and piano, op. 12",,,Vocal,0,0
1,177,"2 Pieces, op. 33",,,Keyboard,0,0
2,177,"2 Songs, for voice and piano, op. 1",,,Vocal,0,0
3,177,"2 Songs, for voice and piano, op. 14",,,Vocal,0,0
4,177,3 Folksongs,,,Vocal,0,0
5,177,"3 German Folksongs, op. 49",,,Vocal,0,0
6,177,3 Klavierstücke ,,,Keyboard,0,0
7,177,"3 Lieder, op. 48",,,Vocal,0,0
8,177,"3 Pieces, op. 11",,,Keyboard,0,0
9,177,"3 Satires, for chorus and instruments, op. 28",,,Vocal,0,0
10,177,"3 Songs without Words, for 2 violins, U. 10",,,Chamber,0,0
11,177,"3 Songs, for alto or bass and piano, op. 48",,,Vocal,0,0
12,177,4 Deutsche Volkslieder,,,Vocal,0,0
13,177,"4 Orchestral Songs, op. 22",,,Vocal,0,0
14,177,"4 Pieces, for chorus and ensemble, op. 27",,,Vocal,0,0
15,177,"4 Songs, for voice and piano, op. 2",,,Vocal,0,0
16,177,"5 Pieces for Orchestra, op. 16",,,Orchestral,1,0
17,177,"5 Pieces, op. 23",,,Keyboard,0,0
18,177,"6 Little Pieces, op. 19",,,Keyboard,0,0
19,177,"6 Orchestral Songs, op. 8",,,Vocal,0,0
20,177,"6 Pieces, for 4 hands ",,,Keyboard,0,0
21,177,"6 Pieces, for male chorus, op. 35",,,Vocal,0,0
22,177,"6 Songs, for mezzo-soprano or baritone and piano, op. 3",,,Vocal,0,0
23,177,"8 Songs, for voice and piano, op. 6",,,Vocal,0,0
24,177,"A Survivor from Warsaw, for narrator, male chorus and orchestra, op. 46",,,Vocal,1,0
25,177,"Accompaniment to a Film-Scene, op. 34mu",,,Orchestral,0,0
26,177,"Alliance Waltzer, for 2 violins",,,Chamber,0,0
27,177,Als mein Auge sie fand ,,,Vocal,0,0
28,177,"Am Strande, song for voice and piano",,,Vocal,0,0
29,177,"Aprilwind, alle Knospen, ""Madchenfruhling""",,,Vocal,0,0
30,177,"Berceuse elegiaque, for piano quintet, flute, clarinet, piano and harmonium ",,,Chamber,0,0
31,177,Brettl-Lieder ,,,Vocal,0,0
32,177,Canon no. 19 for Strings,,,Chamber,0,0
33,177,Canon no. 25 for Strings,,,Chamber,0,0
34,177,Canon no. 27 for Strings,,,Chamber,0,0
35,177,Canon no. 28 for Strings,,,Chamber,0,0
36,177,Cello Concerto,Based on Monn's Keyboard Concerto in D major,,Orchestral,1,0
37,177,"Chamber Symphony no. 1 in E major, op. 9",,,Orchestral,0,0
38,177,"Chamber Symphony no. 2 in E flat minor, op. 38",,,Orchestral,1,0
39,177,"Chamber Symphony, for 15 Solo Instruments, op. 9",,,Chamber,1,0
40,177,Concerto for String Quartet and Orchestra,Based on Handel's Concerto grosso op. 6 no. 7,,Orchestral,0,0
41,177,Dass gestern eine Wespe Dich,,,Vocal,0,0
42,177,Dass schon die Maienzeit voruber ,,,Vocal,0,0
43,177,"De Profundis, op. 50b",,,Vocal,0,0
44,177,Deinem Blick mich zu bequemen,,,Vocal,0,0
45,177,"Der Pflanze, die dort uber dem Abgrund schwebt",,,Vocal,0,0
46,177,"Die eiserne Brigade, march for 2 violins, viola, violoncello and piano",,,Chamber,0,0
47,177,Die glückliche Hand  Op.18,,,Stage,0,0
48,177,Die Jacobsleiter ,,,Vocal,0,0
49,177,"Dreimal tausend Jahre, op. 50a",,,Vocal,0,0
50,177,Du kehrst mir den Rucken,,,Vocal,0,0
51,177,Du kleine bist so lieb und hold ,,,Vocal,0,0
52,177,"Du musst nicht meinen, ""Mannesbangen""",,,Vocal,0,0
53,177,Duftreich ist die Erde ,,,Vocal,0,0
54,177,Dunkelnd uber den See ,,,Vocal,0,0
55,177,"Ei du Lütte, partsong for male chorus",,,Vocal,0,0
56,177,Einsam bin ich und alleine,,,Vocal,0,0
57,177,Einst hat vor deines Vaters Haus,,,Vocal,0,0
58,177,"Emperor Waltz, for string quartet, flute, clarinet and piano ",,,Chamber,0,0
59,177,"Erwartung, op. 17 ",,,Stage,1,0
60,177,"Fantasy for Violin and Piano, op. 47",,,Chamber,0,0
61,177,Fünf Klavierstücke,,,Keyboard,0,0
62,177,"Gavotte and Musette, for strings",,,Orchestral,0,0
63,177,"Gedenken, song for voice and piano, ""Es steht sein Bild noch immer da""",,,Vocal,0,0
64,177,"Gott gruss dich, Marie ",,,Vocal,0,0
65,177,"Gurrelieder for 5 soloists, reciter, chorus, and orchestra",Oratorio,,Vocal,0,0
66,177,"Herzgewächse, for soprano, celesta, harp, and harmonium, op. 20",,,Vocal,0,0
67,177,Ich grune wie die Weide grunt ,,,Vocal,0,0
68,177,Ich hab' zum Brunnen ein Kruglein gebracht ,,,Vocal,0,0
69,177,Im Fliederbusch ein Voglein sass ,,,Vocal,0,0
70,177,In hellen Traumen hab ich Dich oft geschaut,,,Vocal,0,0
71,177,In meinem Garten die Nelken ,,,Vocal,0,0
72,177,"Juble, schone junge Rose",,,Vocal,0,0
73,177,"Kol Nidre, for narrator, chorus and orchestra, op. 39",,,Vocal,0,0
74,177,"Komm, Gott Schöpfer, heiliger Geist ",,,Orchestral,0,0
75,177,"Konnt ich zu dir, mein Licht ",,,Vocal,0,0
76,177,Lass deine Sichel rauschen ,,,Vocal,0,0
77,177,"Lieder eines fahrenden Gesellen, for voice and chamber ensemble ",,,Vocal,0,0
78,177,"Madel, lass das Stricken, ""Nicht doch!""",,,Vocal,0,0
79,177,"Mein Herz, das ist ein tiefer Schacht",,,Vocal,0,0
80,177,Mein Schatz ist wie ein Schneck,,,Vocal,0,0
81,177,"Mirror canon, for 4 parts ",,,Chamber,0,0
82,177,Moses und Aron ,,,Stage,1,0
83,177,Nur das tut mir so bitterweh,,,Vocal,0,0
84,177,"Ode to Napoleon Buonaparte, for narrator, piano and strings, op. 41",,,Chamber,0,0
85,177,"Ode to Napoleon Buonaparte, for narrator, piano, and strings, op. 41",,,Stage,1,0
86,177,"Peace on Earth, for chorus and chamber ensemble, op. 13",,,Vocal,0,0
87,177,"Pelleas und Melisande, op. 5",Symphonic poem,,Orchestral,1,0
88,177,"Piano Concerto, op. 42",,,Orchestral,1,0
89,177,Piano Quartet no. 1 in G minor for Orchestra ,,,Orchestral,0,0
90,177,"Pierrot lunaire, for voice and chamber ensemble, op. 21",Melodrama,,Stage,1,1
91,177,Prelude and Fugue in E flat major ,,,Orchestral,0,0
92,177,"Prelude, for wordless chorus and orchestra, op. 44",,,Vocal,0,0
93,177,"Presto, for string quartet in C",,,Chamber,0,0
94,177,"Quintet for Winds, op. 26",,,Chamber,0,0
95,177,"Rosen aus dem Suden, for string quartet, harmonium and piano ",,,Chamber,0,0
96,177,Sang ein Bettlerparlein ,,,Vocal,0,0
97,177,"Schilflied: Drüben geht die Sonne scheiden, song for voice and piano",,,Vocal,0,0
98,177,"Schmücke dich, o liebe Seele ",,,Orchestral,0,0
99,177,"Serenade for baritone and septet, op. 24",,,Chamber,0,0
100,177,Sie trug den Becher in der Hand ,,,Vocal,0,0
101,177,"Sonnenschein, for two violins",,,Chamber,0,0
102,177,String Quartet in D,,,Chamber,0,0
103,177,"String Quartet no. 1 in D minor, op. 7",,,Chamber,0,0
104,177,"String Quartet no. 2 in F sharp minor, for soprano and string quartet, op. 10",,,Chamber,1,0
105,177,"String Quartet no. 3, op. 30",,,Chamber,0,0
106,177,"String Quartet no. 4, op. 37",,,Chamber,0,0
107,177,"String Trio, op. 45",,,Chamber,0,0
108,177,"Suite for Piano, op. 25",,,Keyboard,0,0
109,177,Suite in G for String Orchestra,,,Orchestral,0,0
110,177,"Suite, septet in E flat major, op. 29",,,Chamber,0,0
111,177,"The Book of the Hanging Gardens, op. 15",,,Vocal,0,0
112,177,"Theme and Variations in G minor, for wind ensemble, op. 43a",,,Chamber,0,0
113,177,"Theme and Variations, for wind band in G minor, op. 43a",,,Orchestral,0,0
114,177,"Untitled piece in D minor, for violin and piano",,,Chamber,0,0
115,177,"Variations for Orchestra, op. 31",,,Orchestral,1,0
116,177,"Variations on a Recitative in D minor, for organ, op. 40",,,Keyboard,0,0
117,177,"Verklärte Nacht, for string sextet, op. 4",,,Chamber,1,1
118,177,"Violin Concerto, op. 36",,,Orchestral,1,0
119,177,"Waldesnacht, du wunderkuhle ",,,Vocal,0,0
120,177,"Wanderlied, op. 8, no.7",,,Vocal,0,0
121,177,War ein Blumlein wunderfein ,,,Vocal,0,0
122,177,Warum bist du aufgewacht ,,,Vocal,0,0
123,177,"Weihnachtsmusik, for 2 violins, cello, piano and harmonium",,,Chamber,0,0
124,177,"Zwischen Weizen und Korn, ""Mailied""",,,Vocal,0,0
0,178,"11 Écossaises, D.781",,,Keyboard,0,0
1,178,"12 Écossaises, D.299",,,Keyboard,0,0
2,178,"12 German Dances, D.420",,,Keyboard,0,0
3,178,"12 German Ländler, D.790, op. posth.171",,,Keyboard,0,0
4,178,"12 Ländler, D.681",,,Keyboard,0,0
5,178,"12 Valses nobles, D.969, op. 77",,,Keyboard,0,0
6,178,"12 Viennese German Dances, D.128",,,Keyboard,0,0
7,178,"12 Waltzes, 17 Ländler and 9 Écossaises, D.145, op. 18",,,Keyboard,0,0
8,178,"12 Waltzes, D.924, op. 91, ""Grazer""",,,Keyboard,0,0
9,178,"13 Variations on a Theme by Anselm Hüttenbrenner in A minor, D.576",,,Keyboard,0,0
10,178,"13 Waltzes from D. 145, 146, 365, 779, 783, 790 ",,,Keyboard,0,0
11,178,"16 German Dances and 2 Ecossaises, D.783, op. 33",,,Keyboard,0,0
12,178,"16 Ländler and 2 Écossaises, D.734, op. 67",,,Keyboard,0,0
13,178,"16 Ländler, D.366",,,Keyboard,0,0
14,178,"2 German Dances in D flat major, D.974",,,Keyboard,0,0
15,178,"2 German Dances, D.769",,,Keyboard,0,0
16,178,"2 German Dances, D.841",,,Keyboard,0,0
17,178,"2 Ländler in E flat major, D.980b",,,Keyboard,0,0
18,178,"2 Marches caractéristiques in C for D.968b, op. posth.121",,,Keyboard,0,0
19,178,"2 Minuets with 4 Trios, D.91",,,Keyboard,0,0
20,178,"2 Minuets, D.380",,,Keyboard,0,0
21,178,"2 Scherzos, D.593",,,Keyboard,0,0
22,178,"2 Szenen aus dem Schauspiel Lacrimas, D.857, op. posth.124",,,Vocal,0,0
23,178,"2 Waltzes, D.980",,,Keyboard,0,0
24,178,"20 Waltzes, D.146, op. posth.127",,,Keyboard,0,0
25,178,"3 Écossaises, D.816",,,Keyboard,0,0
26,178,3 German Dances,,,Keyboard,0,0
27,178,"3 German Dances, D.618",,,Keyboard,0,0
28,178,"3 German Dances, D.971",,,Keyboard,0,0
29,178,"3 German Dances, D.972",,,Keyboard,0,0
30,178,"3 German Dances, D.973",,,Keyboard,0,0
31,178,"3 Gesänge, D.902, op. 83",,,Vocal,0,0
32,178,"3 Harfenspieler-lieder, D.478-80, op. 12, nos. 1-3",,,Vocal,0,0
33,178,"3 Klavierstücke, D.946",,,Keyboard,0,0
34,178,"3 Marches Militaires, D.733, op. 51",,,Keyboard,0,1
35,178,"3 Marches, D.602, op. posth.27;, ""Heroic""",,,Keyboard,0,0
36,178,"3 Small Pieces, for youth string orchestra",,,Orchestral,0,0
37,178,"30 Minuets with Trios, D.41",,,Keyboard,0,0
38,178,"34 Valses sentimentales, D.779, op. 50",,,Keyboard,0,0
39,178,"36 Originaltänze, D.365, op. 9",,,Keyboard,0,0
40,178,"4 Canzonen, D.688",,,Vocal,0,0
41,178,"4 Gesänge aus Wilhelm Meister, D.877, op. 62",,,Vocal,0,0
42,178,"4 Impromptus, D.899, op. 90",,,Keyboard,0,0
43,178,"4 Impromptus, D.935, op. posth.142",,,Keyboard,0,0
44,178,"4 Komische Ländler, for 2 violins in D major, D.354",,,Chamber,0,0
45,178,"4 Ländler, D.814",,,Keyboard,0,0
46,178,"4 Polonaises, D.599, op. 75",,,Keyboard,0,0
47,178,"4 Refrainlieder, D.866, op. 95",,,Vocal,0,0
48,178,"5 Écossaises, D.697",,,Keyboard,0,0
49,178,"5 German Dances and 7 Trios with Coda for String Quartet, D.90",,,Chamber,0,0
50,178,"5 Klavierstücke, D.459a",,,Keyboard,0,0
51,178,"5 Minuets and Trios for String Quartet, D.89",,,Chamber,0,0
52,178,"6 Écossaises, D.421",,,Keyboard,0,0
53,178,"6 German Dances, D.820",,,Keyboard,0,0
54,178,"6 German Dances, D.970",,,Keyboard,0,0
55,178,"6 Marches, D.819, op. 40, ""Grandes Marches""",,,Keyboard,0,0
56,178,"6 Minuets for Wind Instruments, D.995",,,Chamber,0,0
57,178,"6 Moments musicaux, D.780, op. 94",,,Keyboard,0,0
58,178,"6 Polonaises, D.824, op. 61",,,Keyboard,0,0
59,178,"8 Écossaises, D.529",,,Keyboard,0,0
60,178,"8 Écossaises, D.977",,,Keyboard,0,0
61,178,"8 Galops and Écossaises, D.735, op. 49",,,Keyboard,0,0
62,178,"8 Ländler in B flat major, D.378",,,Keyboard,0,0
63,178,"8 Variations in C on a Theme from Hérold's ""Marie,"" D.908, op. 82",,,Keyboard,0,0
64,178,"8 Variations on a French Song in E minor, D.624, op. 10",,,Keyboard,0,0
65,178,"8 Variations on an Original Theme in A flat major, D.813, op. 35",,,Keyboard,0,0
66,178,"9 Landler for Violin, D.370",,,Chamber,0,0
67,178,"Abendbilder, D.650",,,Vocal,0,0
68,178,"Abendlied der Fürstin, D.495, ""Der Abend rötet nun das Tal""",,,Vocal,0,0
69,178,"Abendlied I, D.276, ""Gross und rotenflammet""",,,Vocal,0,0
70,178,"Abendlied II, D.382, ""Sanft glänzt die Abendsonne""",,,Vocal,0,0
71,178,"Abendlied III, D.499, ""Der Mond is aufgegangen""",,,Vocal,0,0
72,178,"Abendlied IV, D.856, op. 88, no. 1",,,Vocal,0,0
73,178,"Abendlied, D.276, ""Gross und rotenflammet""",,,Vocal,0,0
74,178,"Abendlied, D.499, ""Der Mond is aufgegangen""",,,Vocal,0,0
75,178,"Abendröte, D.690",,,Vocal,0,0
76,178,"Abends unter der Linde I, D.235",,,Vocal,0,0
77,178,"Abends unter der Linde I, D.235, ""Woher, o namenloses Sehnen""",,,Vocal,0,0
78,178,"Abends unter der Linde II, D.237, ""Woher, o namenloses Sehnen""",,,Vocal,0,0
79,178,"Abendständchen: An Lina, D.265",,,Vocal,0,0
80,178,"Abendstern, D.806",,,Vocal,0,0
81,178,"Abschied von der Erde, D.829",Melodrama,,Vocal,0,0
82,178,"Abschied von der Harfe, D.406",,,Vocal,0,0
83,178,"Abschied, D.475, ""Über die Berge zieht ihr fort""",,,Vocal,0,0
84,178,"Abschied, D.578",,,Vocal,0,0
85,178,"Abschiedswalzer, op. Posth",,,Keyboard,0,0
86,178,"Adagio and Rondo concertante in F major, for piano quartet, D.487",,,Chamber,0,0
87,178,"Adagio and Rondo, D.506, op. posth.145",,,Keyboard,0,0
88,178,"Adagio in D flat major, D.505, op. posth.145, no. 1",,,Keyboard,0,0
89,178,"Adagio in E major, D.612",,,Keyboard,0,0
90,178,"Adagio in G major, D.178",,,Keyboard,0,0
91,178,"Adelaide, D.95",,,Vocal,0,0
92,178,"Adelwold und Emma, D.211, ""Hoch, und ehern schier von Daur""",,,Vocal,0,0
93,178,"Alfonso und Estrella, D.732",Opera,,Stage,0,0
94,178,"Alinde, D.904, op. 81, no. 1",,,Vocal,0,0
95,178,"Allegretto in C minor, D.915",,,Keyboard,0,0
96,178,"Allegro and Scherzo, D.570",,,Keyboard,0,0
97,178,"Allegro in A minor, D.947, op. posth.144, ""Lebensstürme""",,,Keyboard,0,0
98,178,"Allegro moderato and Andante, D.968, ""Sonatine""",,,Keyboard,0,0
99,178,"Alles um Liebe, D.241",,,Vocal,0,0
100,178,"Als ich sie erröten sah, D.153",,,Vocal,0,0
101,178,"Alte Liebe rostet nie, D.477",,,Vocal,0,0
102,178,"Am Bach im Frühling, D.361, op. posth.109, no. 1",,,Vocal,0,0
103,178,"Am ersten Maimorgen, D.344, ""Heute will ich fröhlich...""",,,Vocal,0,0
104,178,"Am Fenster, D.878, op. 105, no. 3",,,Vocal,0,0
105,178,"Am Flusse I, D.160, ""Verfliessest, vielgeliebte Lieder""",,,Vocal,0,0
106,178,"Am Flusse II, D.766",,,Vocal,0,0
107,178,"Am Grabe Anselmos, D.504, op. 6, no. 3",,,Vocal,0,0
108,178,"Am See I, D.124",,,Vocal,0,0
109,178,"Am See II, D.746",,,Vocal,0,0
110,178,"Am Strome, D.539, op. 8, no. 4",,,Vocal,0,0
111,178,"Am Tage aller Seelen, D.343",,,Vocal,0,0
112,178,"Amalia, D.195, op. posth.173, no. 1, ""Schön wie Engel voll Walhalla's Wonne""",,,Vocal,0,0
113,178,"Ammenlied, D.122, ""Am hohen, hohen Turm""",,,Vocal,0,0
114,178,"Amphiaraos, D.166",,,Vocal,0,0
115,178,"An Chloen, D.462",,,Vocal,0,0
116,178,"An den Frühling I, D.245, ""Willkommen, schöner Jüngling!""",,,Vocal,0,0
117,178,"An den Frühling II, D.283, op. posth.172, no. 5, ""Willkommen, schöner Jüngling!""",,,Vocal,0,0
118,178,"An den Frühling, D.587, ""Willkommen, schöner Jüngling!""",,,Vocal,0,0
119,178,"An den Frühling, partsong for male voices, D.338, ""Willkommen, schöner Jüngling!""",,,Vocal,0,0
120,178,"An den Mond I, D.193, op. 57, no. 3, ""Geuss, lieber Mond""",,,Vocal,0,0
121,178,"An den Mond II, D.259, ""Füllest wieder Busch und Tal""",,,Vocal,0,0
122,178,"An den Mond III, D.296",,,Vocal,0,0
123,178,"An den Mond in einer Herbstnacht, D.614",,,Vocal,0,0
124,178,"An den Mond IV, D.468, ""Was schauest du so hell""",,,Vocal,0,0
125,178,"An den Mond, D.193; Op.57, no. 3, ""Guess, lieber Mond""",,,Vocal,0,0
126,178,"An den Schlaf, D.447",,,Vocal,0,0
127,178,"An den Tod, D.518",,,Vocal,0,0
128,178,"An die Apfelbäume, wo ich Julien erblickte, D.197",,,Vocal,0,0
129,178,"An die Apfelbäume, wo ich Julien erblickte, D.197, ""Ein heilig Säuseln...""",,,Vocal,0,0
130,178,"An die Entfernte, D.765",,,Vocal,0,0
131,178,"An die Freude, D.189",,,Vocal,0,0
132,178,"An die Freude, D.189, op.  posth.111, no. 1, ""Freude, schöner Götterfunken""",,,Vocal,0,0
133,178,"An die Freunde, D.654",,,Vocal,0,0
134,178,"An die Geliebte, D.303",,,Vocal,0,0
135,178,"An die Laute, D.905, op. 88, no. 2",,,Vocal,0,0
136,178,"An die Leier, D.737, op. 56, no. 2",,,Vocal,0,0
137,178,"An die Musik, D.547, op. 88, no. 4",,,Vocal,0,0
138,178,"An die Nachtigall, D.196, op.  posth.172, no. 3, ""Geuss nich to laut""",,,Vocal,0,0
139,178,"An die Nachtigall, D.497, op. 98, no. 1",,,Vocal,0,0
140,178,"An die Natur, D.372",,,Vocal,0,0
141,178,"An die Sonne I, D.270, op.  posth.118, no. 5, ""Sinke, liebe Sonne""",,,Vocal,0,0
142,178,"An die Sonne II, D.272",,,Vocal,0,0
143,178,"An die Sonne, D.439",,,Vocal,0,0
144,178,"An die untergehende Sonne, D.457, op. 44",,,Vocal,0,0
145,178,"An eine Quelle, D.530",,,Vocal,0,0
146,178,"An Emma, D.113, op. 58, no. 2",,,Vocal,0,0
147,178,"An Laura, als sie Klopstocks Auferstehungslied sang, D.115",,,Vocal,0,0
148,178,"An mein Herz, D.860",,,Vocal,0,0
149,178,"An mein Klavier, D.342",,,Vocal,0,0
150,178,"An Mignon, D.161, op. 19, no. 2",,,Vocal,0,0
151,178,"An Rosa I, D.315",,,Vocal,0,0
152,178,"An Rosa II, D.316",,,Vocal,0,0
153,178,"An Schwager Kronos, D.369, op. 19, no. 1",,,Vocal,0,0
154,178,"An Sie, D.288",,,Vocal,0,0
155,178,"An Sylvia, D.891, op. 106, no. 4",,,Vocal,0,0
156,178,"Andante in A major, D.604",,,Keyboard,0,0
157,178,"Andante in C major, D.29",,,Keyboard,0,0
158,178,"Andenken, D.423, ""Ich denke dein""",,,Vocal,0,0
159,178,"Andenken, D.99",,,Vocal,0,0
